ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
4931,"Shipping & Delivery Policy","<div style=""max-width: 800px; margin: auto; padding: 30px; background: white; border-radius: 8px; box-shadow: 0 2px 8px rgba(0,0,0,0.1); font-family: Arial,sans-serif; line-height: 1.7; color: #333;"">

<strong>Last Updated:</strong> July 19, 2025

This Shipping &amp; Delivery Policy is part of our <a style=""color: #2980b9;"" href=""https://www.web5abhijitblog.com/terms-and-conditions/"" target=""_blank"" rel=""noopener"">Terms &amp; Conditions</a> and should be read alongside them.
<h2 style=""color: #2c3e50;"">1. Shipping Coverage</h2>
We ship both domestically within India and internationally to most countries. All orders are processed through our logistics partner <strong>Shiprocket</strong>, which assigns the most suitable courier partner based on your location and package weight.
<h2 style=""color: #2c3e50;"">2. Shipping Charges</h2>
Shipping charges are calculated based on the total weight of your order and the destination. These rates are dynamically calculated by Shiprocket at the time of checkout. We do not offer free shipping at this time.
<h2 style=""color: #2c3e50;"">3. Order Processing Time</h2>
All orders are processed within <strong>1–2 business days</strong>. You will receive a confirmation email once your order has been dispatched.
<h2 style=""color: #2c3e50;"">4. Estimated Delivery Time</h2>
<ul>
 	<li><strong>Domestic Orders (India):</strong> Usually delivered within 3–10 business days.</li>
 	<li><strong>International Orders:</strong> Delivery time may vary depending on the country and customs clearance, usually within 7–21 business days.</li>
</ul>
Delivery times are estimates and not guaranteed. External factors such as customs, weather, or courier delays may affect actual delivery times.
<h2 style=""color: #2c3e50;"">5. Order Tracking</h2>
Once your order is shipped, you will receive tracking details via email and/or SMS from Shiprocket. You can use this information to track your shipment in real-time.
<h2 style=""color: #2c3e50;"">6. In-Store Pickup</h2>
We offer free in-store pickup for local customers. Pickup location:

50/1, Debitala Road Majherpara
Timing: 9:00 AM – 5:00 PM

Please bring your order confirmation email or SMS when picking up your order.
<h2 style=""color: #2c3e50;"">7. International Shipping &amp; Customs</h2>
We do ship internationally. However, customs duties and taxes may apply depending on your country's import laws. These additional charges are the responsibility of the customer. We have no control over these charges and cannot predict their amount.

If you refuse a shipment due to duties/taxes, shipping charges will not be refunded.
<h2 style=""color: #2c3e50;"">8. Shipping Delays</h2>
In rare cases, orders may be delayed due to unforeseen circumstances. If this happens, we will notify you as soon as possible with an updated delivery estimate.
<h2 style=""color: #2c3e50;"">9. Returns &amp; Refunds</h2>
Please refer to our <a style=""color: #2980b9;"" href=""https://www.web5abhijitblog.com/return-and-refund-policy/"" target=""_blank"" rel=""noopener"">Return &amp; Refund Policy</a> for details regarding eligibility and process.
<h2 style=""color: #2c3e50;"">10. Contact Us</h2>
If you have any questions about this policy or your order, feel free to contact us:
<ul>
 	<li><strong>Phone (Telephone):</strong> 01169653815</li>
 	<li><strong>Email:</strong> <a style=""color: #2980b9;"" href=""mailto:info@web5abhijitblog.com"">info@web5abhijitblog.com</a></li>
</ul>
</div>",,2025-07-19,page,https://www.web5abhijitblog.com/shipping-delivery-policy/,,,,,,,,publish,1,abhijitsilindia,abhijitsilindia@gmail.com,Abhijit,Sil,shipping-delivery-policy,,,0,0,0,closed,closed,2025-07-19
5223,Checkout,"<!-- wp:surecart/checkout-form {\"id\":4387} /-->",,2025-07-19,page,https://www.web5abhijitblog.com/checkout-3/,,,,,,,,publish,1,abhijitsilindia,abhijitsilindia@gmail.com,Abhijit,Sil,checkout-3,,pages/template-surecart-blank.php,0,0,0,closed,closed,2025-07-19
5224,Dashboard,"<!-- wp:surecart/dashboard-area -->
	<!-- wp:surecart/customer-subscriptions /-->

	<!-- wp:surecart/customer-orders /-->

	<!-- wp:surecart/customer-downloads /-->

	<!-- /wp:surecart/dashboard-area -->",,2025-07-19,page,https://www.web5abhijitblog.com/customer-dashboard/,,,,,,,,publish,1,abhijitsilindia,abhijitsilindia@gmail.com,Abhijit,Sil,customer-dashboard,,pages/template-surecart-dashboard.php,0,0,0,closed,closed,2025-07-19
5225,About,"<!-- wp:uagb/container {\"block_id\":\"4d8a2e6f\",\"minHeightDesktop\":0,\"backgroundType\":\"image\",\"backgroundImageDesktop\":{\"id\":55,\"title\":\"banner-04\",\"filename\":\"banner-04.jpg\",\"url\":\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/banner-04.jpg\",\"link\":\"https://websitedemos.net/brandstore-08/banner-04/\",\"alt\":\"\",\"author\":\"12\",\"description\":\"\",\"caption\":\"\",\"name\":\"banner-04\",\"status\":\"inherit\",\"uploadedTo\":0,\"date\":\"2020-09-16T04:57:19.000Z\",\"modified\":\"2020-09-16T04:57:19.000Z\",\"menuOrder\":0,\"mime\":\"image/jpeg\",\"type\":\"image\",\"subtype\":\"jpeg\",\"icon\":\"https://websitedemos.net/brandstore-08/wp-includes/images/media/default.png\",\"dateFormatted\":\"September 16, 2020\",\"nonces\":{\"update\":\"046d3573dd\",\"delete\":\"3d39e014c9\",\"edit\":\"a49aeddd30\"},\"editLink\":\"https://websitedemos.net/brandstore-08/wp-admin/post.php?post=55\\u0026action=edit\",\"meta\":false,\"authorName\":\"harshadd\",\"authorLink\":\"https://websitedemos.net/brandstore-08/wp-admin/user-edit.php?user_id=12\",\"filesizeInBytes\":531013,\"filesizeHumanReadable\":\"519 KB\",\"context\":\"\",\"height\":1100,\"width\":1920,\"orientation\":\"landscape\",\"sizes\":{\"thumbnail\":{\"height\":150,\"width\":150,\"url\":\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/banner-04-150x150.jpg\",\"orientation\":\"landscape\"},\"medium\":{\"height\":172,\"width\":300,\"url\":\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/banner-04-300x172.jpg\",\"orientation\":\"landscape\"},\"large\":{\"height\":587,\"width\":1024,\"url\":\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/banner-04-1024x587.jpg\",\"orientation\":\"landscape\"},\"full\":{\"url\":\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/banner-04.jpg\",\"height\":1100,\"width\":1920,\"orientation\":\"landscape\"}},\"compat\":{\"item\":\"\",\"meta\":\"\"}},\"backgroundPositionDesktop\":{\"x\":0.5,\"y\":1},\"backgroundSizeTablet\":\"cover\",\"backgroundSizeMobile\":\"cover\",\"backgroundAttachmentDesktop\":\"fixed\",\"backgroundImageColor\":\"rgba(0,132,214,0.5)\",\"borderStyle\":\"\",\"topPaddingDesktop\":15,\"bottomPaddingDesktop\":15,\"topPaddingTablet\":150,\"bottomPaddingTablet\":150,\"leftPaddingTablet\":50,\"rightPaddingTablet\":50,\"topPaddingMobile\":80,\"bottomPaddingMobile\":80,\"leftPaddingMobile\":20,\"rightPaddingMobile\":20,\"paddingType\":\"%\",\"paddingLink\":false,\"variationSelected\":true,\"isBlockRootParent\":true,\"overlayType\":\"gradient\",\"overlayOpacity\":0.5,\"gradientColor1\":\"var(\\u002d\\u002dast-global-color-0)\",\"gradientColor2\":\"var(\\u002d\\u002dast-global-color-7)\",\"selectGradient\":\"advanced\",\"gradientLocation1\":-50,\"gradientAngle\":180} -->
<div class=\"wp-block-uagb-container uagb-block-4d8a2e6f alignfull uagb-is-root-container\"><div class=\"uagb-container-inner-blocks-wrap\"><!-- wp:uagb/advanced-heading {\"block_id\":\"25607b45\",\"classMigrate\":true,\"headingAlign\":\"center\",\"headingColor\":\"#ffffff\",\"headingTag\":\"h1\",\"headSpace\":0,\"headFontSizeTablet\":50,\"headFontSizeMobile\":30} -->
<div class=\"wp-block-uagb-advanced-heading uagb-block-25607b45\"><h1 class=\"uagb-heading-text\">About Us</h1></div>
<!-- /wp:uagb/advanced-heading --></div></div>
<!-- /wp:uagb/container -->

<!-- wp:uagb/container {\"block_id\":\"0adc3ca7\",\"innerContentCustomWidthDesktop\":1600,\"justifyContentDesktop\":\"flex-start\",\"borderStyle\":\"\",\"topPaddingDesktop\":8,\"bottomPaddingDesktop\":8,\"leftPaddingDesktop\":8,\"rightPaddingDesktop\":8,\"topPaddingTablet\":6,\"bottomPaddingTablet\":6,\"leftPaddingTablet\":6,\"rightPaddingTablet\":6,\"topPaddingMobile\":60,\"bottomPaddingMobile\":60,\"leftPaddingMobile\":20,\"rightPaddingMobile\":20,\"paddingType\":\"%\",\"paddingTypeTablet\":\"%\",\"paddingLink\":false,\"variationSelected\":true,\"isBlockRootParent\":true} -->
<div class=\"wp-block-uagb-container uagb-block-0adc3ca7 alignfull uagb-is-root-container\"><div class=\"uagb-container-inner-blocks-wrap\"><!-- wp:uagb/container {\"block_id\":\"4f6593eb\",\"directionDesktop\":\"row\",\"directionTablet\":\"column\",\"alignItemsDesktop\":\"stretch\",\"backgroundType\":\"color\",\"backgroundSizeTablet\":\"cover\",\"backgroundSizeMobile\":\"cover\",\"backgroundColor\":\"var(\\u002d\\u002dast-global-color-5)\",\"borderStyle\":\"\",\"topPaddingDesktop\":0,\"bottomPaddingDesktop\":0,\"leftPaddingDesktop\":0,\"rightPaddingDesktop\":0,\"variationSelected\":true,\"rowGapTablet\":0,\"columnGapDesktop\":0,\"equalHeight\":true} -->
<div class=\"wp-block-uagb-container uagb-block-4f6593eb\"><!-- wp:uagb/container {\"block_id\":\"8ebc0603\",\"widthDesktop\":50,\"widthTablet\":100,\"borderStyle\":\"\",\"topPaddingDesktop\":6,\"bottomPaddingDesktop\":6,\"leftPaddingDesktop\":6,\"rightPaddingDesktop\":6,\"topPaddingTablet\":40,\"bottomPaddingTablet\":40,\"leftPaddingTablet\":40,\"rightPaddingTablet\":40,\"topPaddingMobile\":50,\"bottomPaddingMobile\":50,\"leftPaddingMobile\":20,\"rightPaddingMobile\":20,\"paddingType\":\"%\",\"variationSelected\":true,\"widthSetByUser\":true} -->
<div class=\"wp-block-uagb-container uagb-block-8ebc0603\"><!-- wp:uagb/info-box {\"classMigrate\":true,\"headingAlign\":\"left\",\"headingAlignTablet\":\"left\",\"headingColor\":\"\",\"headingTag\":\"h2\",\"headSpace\":20,\"subHeadSpace\":0,\"seperatorSpace\":14,\"block_id\":\"e67622cd\",\"seperatorPosition\":\"after_prefix\",\"seperatorStyle\":\"solid\",\"seperatorColor\":\"var(\\u002d\\u002dast-global-color-0)\",\"seperatorWidth\":80,\"seperatorWidthTablet\":80,\"seperatorWidthMobile\":80,\"separatorWidthType\":\"px\",\"seperatorThickness\":4,\"ctaBorderColor\":\"\",\"ctaBorderStyle\":\"\",\"showIcon\":false,\"paddingBtnTop\":10,\"paddingBtnBottom\":10,\"paddingBtnLeft\":14,\"paddingBtnRight\":14,\"headTabletSpace\":20,\"headMobileSpace\":20,\"seperatorTabletSpace\":25,\"seperatorMobileSpace\":25,\"subHeadTabletSpace\":0,\"btnBorderTopWidth\":1,\"btnBorderLeftWidth\":1,\"btnBorderRightWidth\":1,\"btnBorderBottomWidth\":1,\"btnBorderTopLeftRadius\":0,\"btnBorderTopRightRadius\":0,\"btnBorderBottomLeftRadius\":0,\"btnBorderBottomRightRadius\":0,\"btnBorderStyle\":\"solid\",\"btnBorderColor\":\"#333\"} -->
<div class=\"wp-block-uagb-info-box uagb-block-e67622cd uagb-infobox__content-wrap  uagb-infobox-icon-above-title uagb-infobox-image-valign-top\"><div class=\"uagb-ifb-content\"><div class=\"uagb-ifb-title-wrap\"><div class=\"uagb-ifb-separator\"></div><h2 class=\"uagb-ifb-title\">Who We Are​</h2></div><p class=\"uagb-ifb-desc\">Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut elit tellus, luctus nec ullamcorper mattis, pulvinar dapibus leo.&nbsp;Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit.​</p></div></div>
<!-- /wp:uagb/info-box --></div>
<!-- /wp:uagb/container -->

<!-- wp:uagb/container {\"block_id\":\"f54f5c23\",\"widthDesktop\":50,\"widthTablet\":100,\"minHeightTablet\":400,\"minHeightMobile\":200,\"backgroundType\":\"image\",\"backgroundImageDesktop\":{\"id\":44,\"title\":\"slide-image-free-img\",\"filename\":\"slide-image-free-img.jpg\",\"url\":\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/slide-image-free-img.jpg\",\"link\":\"https://websitedemos.net/brandstore-08/slide-image-free-img/\",\"alt\":\"\",\"author\":\"12\",\"description\":\"\",\"caption\":\"\",\"name\":\"slide-image-free-img\",\"status\":\"inherit\",\"uploadedTo\":0,\"date\":\"2020-09-16T04:57:05.000Z\",\"modified\":\"2020-09-16T04:57:05.000Z\",\"menuOrder\":0,\"mime\":\"image/jpeg\",\"type\":\"image\",\"subtype\":\"jpeg\",\"icon\":\"https://websitedemos.net/brandstore-08/wp-includes/images/media/default.png\",\"dateFormatted\":\"September 16, 2020\",\"nonces\":{\"update\":\"0adece09ea\",\"delete\":\"a79bd0b0b3\",\"edit\":\"404dc1e687\"},\"editLink\":\"https://websitedemos.net/brandstore-08/wp-admin/post.php?post=44\\u0026action=edit\",\"meta\":false,\"authorName\":\"harshadd\",\"authorLink\":\"https://websitedemos.net/brandstore-08/wp-admin/user-edit.php?user_id=12\",\"filesizeInBytes\":102155,\"filesizeHumanReadable\":\"100 KB\",\"context\":\"\",\"height\":675,\"width\":1200,\"orientation\":\"landscape\",\"sizes\":{\"thumbnail\":{\"height\":150,\"width\":150,\"url\":\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/slide-image-free-img-150x150.jpg\",\"orientation\":\"landscape\"},\"medium\":{\"height\":169,\"width\":300,\"url\":\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/slide-image-free-img-300x169.jpg\",\"orientation\":\"landscape\"},\"large\":{\"height\":576,\"width\":1024,\"url\":\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/slide-image-free-img-1024x576.jpg\",\"orientation\":\"landscape\"},\"full\":{\"url\":\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/slide-image-free-img.jpg\",\"height\":675,\"width\":1200,\"orientation\":\"landscape\"}},\"compat\":{\"item\":\"\",\"meta\":\"\"}},\"borderStyle\":\"\",\"topPaddingDesktop\":0,\"bottomPaddingDesktop\":0,\"leftPaddingDesktop\":0,\"rightPaddingDesktop\":0,\"variationSelected\":true,\"widthSetByUser\":true} -->
<div class=\"wp-block-uagb-container uagb-block-f54f5c23\"></div>
<!-- /wp:uagb/container --></div>
<!-- /wp:uagb/container --></div></div>
<!-- /wp:uagb/container -->

<!-- wp:uagb/container {\"block_id\":\"887a0016\",\"innerContentCustomWidthDesktop\":800,\"backgroundType\":\"color\",\"backgroundSizeTablet\":\"cover\",\"backgroundSizeMobile\":\"cover\",\"backgroundColor\":\"var(\\u002d\\u002dast-global-color-5)\",\"borderStyle\":\"\",\"topPaddingDesktop\":100,\"bottomPaddingDesktop\":100,\"leftPaddingDesktop\":0,\"rightPaddingDesktop\":0,\"topPaddingTablet\":80,\"bottomPaddingTablet\":80,\"leftPaddingTablet\":50,\"rightPaddingTablet\":50,\"topPaddingMobile\":60,\"bottomPaddingMobile\":60,\"leftPaddingMobile\":20,\"rightPaddingMobile\":20,\"paddingLink\":false,\"variationSelected\":true,\"rowGapTablet\":20,\"rowGapMobile\":0,\"isBlockRootParent\":true} -->
<div class=\"wp-block-uagb-container uagb-block-887a0016 alignfull uagb-is-root-container\"><div class=\"uagb-container-inner-blocks-wrap\"><!-- wp:uagb/info-box {\"classMigrate\":true,\"headingColor\":\"\",\"subHeadingColor\":\"\",\"prefixColor\":\"\",\"prefixFontSize\":20,\"prefixFontSizeTablet\":18,\"prefixFontWeight\":\"700\",\"headingTag\":\"h2\",\"headTransform\":\"\",\"subHeadSpace\":0,\"seperatorSpace\":14,\"block_id\":\"e8ce4646\",\"seperatorPosition\":\"after_icon\",\"seperatorStyle\":\"solid\",\"seperatorColor\":\"var(\\u002d\\u002dast-global-color-0)\",\"seperatorWidth\":80,\"seperatorWidthTablet\":100,\"seperatorWidthMobile\":80,\"separatorWidthType\":\"px\",\"seperatorThickness\":4,\"ctaBorderColor\":\"\",\"ctaBorderStyle\":\"\",\"showPrefix\":true,\"showIcon\":false,\"paddingBtnTop\":10,\"paddingBtnBottom\":10,\"paddingBtnLeft\":14,\"paddingBtnRight\":14,\"prefixTopMargin\":0,\"prefixRightMargin\":0,\"prefixSpace\":20,\"prefixLeftMargin\":0,\"prefixTabletSpace\":20,\"prefixMobileSpace\":20,\"headTopMargin\":0,\"headRightMargin\":0,\"headLeftMargin\":0,\"headTabletSpace\":10,\"headMobileSpace\":10,\"blockTopPadding\":0,\"blockRightPadding\":0,\"blockLeftPadding\":0,\"blockBottomPadding\":0,\"separatorTopMargin\":0,\"separatorRightMargin\":0,\"separatorLeftMargin\":0,\"seperatorTabletSpace\":20,\"seperatorMobileSpace\":20,\"subHeadTopMargin\":0,\"subHeadRightMargin\":0,\"subHeadLeftMargin\":0,\"subHeadTabletSpace\":0,\"subHeadMobileSpace\":20,\"btnBorderTopWidth\":1,\"btnBorderLeftWidth\":1,\"btnBorderRightWidth\":1,\"btnBorderBottomWidth\":1,\"btnBorderTopLeftRadius\":0,\"btnBorderTopRightRadius\":0,\"btnBorderBottomLeftRadius\":0,\"btnBorderBottomRightRadius\":0,\"btnBorderStyle\":\"solid\",\"btnBorderColor\":\"#333\"} -->
<div class=\"wp-block-uagb-info-box uagb-block-e8ce4646 uagb-infobox__content-wrap  uagb-infobox-icon-above-title uagb-infobox-image-valign-top\"><div class=\"uagb-ifb-content\"><div class=\"uagb-ifb-separator\"></div><div class=\"uagb-ifb-title-wrap\"><span class=\"uagb-ifb-title-prefix\">A Few Words About​</span><h2 class=\"uagb-ifb-title\">Our Team</h2></div><p class=\"uagb-ifb-desc\">Nam nec tellus a odio tincidunt auctor a ornare odio. Sed non mauris vitae erat consequat auctor eu in elit. Class aptent taciti sociosqu ad litora torquent per conubia nostra.</p></div></div>
<!-- /wp:uagb/info-box -->

<!-- wp:uagb/container {\"block_id\":\"876c3627\",\"directionDesktop\":\"row\",\"directionTablet\":\"row\",\"backgroundSizeTablet\":\"cover\",\"backgroundSizeMobile\":\"cover\",\"backgroundColor\":\"var(\\u002d\\u002dast-global-color-4)\",\"borderStyle\":\"\",\"topPaddingDesktop\":0,\"bottomPaddingDesktop\":0,\"leftPaddingDesktop\":0,\"rightPaddingDesktop\":0,\"paddingLink\":false,\"topMarginDesktop\":50,\"bottomMarginDesktop\":10,\"topMarginTablet\":30,\"bottomMarginTablet\":0,\"leftMarginTablet\":0,\"rightMarginTablet\":0,\"topMarginMobile\":0,\"marginLink\":false,\"variationSelected\":true,\"rowGapTablet\":30,\"rowGapMobile\":0,\"columnGapDesktop\":10} -->
<div class=\"wp-block-uagb-container uagb-block-876c3627\"><!-- wp:uagb/container {\"block_id\":\"70709cd6\",\"backgroundType\":\"color\",\"backgroundSizeTablet\":\"cover\",\"backgroundSizeMobile\":\"cover\",\"backgroundColor\":\"var(\\u002d\\u002dast-global-color-4)\",\"borderStyle\":\"\",\"topPaddingDesktop\":30,\"bottomPaddingDesktop\":30,\"leftPaddingDesktop\":30,\"rightPaddingDesktop\":30,\"topPaddingTablet\":24,\"bottomPaddingTablet\":24,\"leftPaddingTablet\":24,\"rightPaddingTablet\":24,\"topPaddingMobile\":30,\"bottomPaddingMobile\":30,\"leftPaddingMobile\":30,\"rightPaddingMobile\":30,\"topMarginMobile\":10,\"bottomMarginMobile\":10,\"leftMarginMobile\":10,\"rightMarginMobile\":10,\"variationSelected\":true} -->
<div class=\"wp-block-uagb-container uagb-block-70709cd6\"><!-- wp:uagb/info-box {\"classMigrate\":true,\"headingColor\":\"\",\"subHeadingColor\":\"\",\"headingTag\":\"h4\",\"headSpace\":0,\"subHeadSpace\":0,\"source_type\":\"image\",\"block_id\":\"fc47a9ef\",\"ctaBorderColor\":\"\",\"ctaBorderStyle\":\"\",\"iconLeftMargin\":0,\"iconRightMargin\":0,\"iconTopMargin\":0,\"iconBottomMargin\":0,\"iconImage\":{\"id\":47,\"title\":\"team2-free-img\",\"filename\":\"team2-free-img.png\",\"url\":\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/team2-free-img.png\",\"link\":\"https://websitedemos.net/brandstore-08/team2-free-img/\",\"alt\":\"\",\"author\":\"12\",\"description\":\"\",\"caption\":\"\",\"name\":\"team2-free-img\",\"status\":\"inherit\",\"uploadedTo\":0,\"date\":\"2020-09-16T04:57:07.000Z\",\"modified\":\"2020-09-16T04:57:07.000Z\",\"menuOrder\":0,\"mime\":\"image/png\",\"type\":\"image\",\"subtype\":\"png\",\"icon\":\"https://websitedemos.net/brandstore-08/wp-includes/images/media/default.png\",\"dateFormatted\":\"September 16, 2020\",\"nonces\":{\"update\":\"cbfc0937a5\",\"delete\":\"87b5b0ce71\",\"edit\":\"99cbd0925f\"},\"editLink\":\"https://websitedemos.net/brandstore-08/wp-admin/post.php?post=47\\u0026action=edit\",\"meta\":false,\"authorName\":\"harshadd\",\"authorLink\":\"https://websitedemos.net/brandstore-08/wp-admin/user-edit.php?user_id=12\",\"filesizeInBytes\":11331,\"filesizeHumanReadable\":\"11 KB\",\"context\":\"\",\"height\":150,\"width\":150,\"orientation\":\"landscape\",\"sizes\":{\"full\":{\"url\":\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/team2-free-img.png\",\"height\":150,\"width\":150,\"orientation\":\"landscape\"}},\"compat\":{\"item\":\"\",\"meta\":\"\"}},\"imageWidth\":75,\"imageWidthMobile\":131,\"iconMarginBottomTablet\":20,\"iconMarginBottomMobile\":16,\"paddingBtnTop\":10,\"paddingBtnBottom\":10,\"paddingBtnLeft\":14,\"paddingBtnRight\":14,\"headTopMargin\":30,\"headRightMargin\":0,\"headLeftMargin\":0,\"headTabletSpace\":20,\"headMobileSpace\":20,\"blockTopPadding\":0,\"blockRightPadding\":0,\"blockLeftPadding\":0,\"blockBottomPadding\":0,\"subHeadTopMargin\":0,\"subHeadRightMargin\":0,\"subHeadLeftMargin\":0,\"subHeadTabletSpace\":0,\"subHeadMobileSpace\":0,\"imgTagHeight\":75,\"imgTagWidth\":150,\"btnBorderTopWidth\":1,\"btnBorderLeftWidth\":1,\"btnBorderRightWidth\":1,\"btnBorderBottomWidth\":1,\"btnBorderTopLeftRadius\":0,\"btnBorderTopRightRadius\":0,\"btnBorderBottomLeftRadius\":0,\"btnBorderBottomRightRadius\":0,\"btnBorderStyle\":\"solid\",\"btnBorderColor\":\"#333\"} -->
<div class=\"wp-block-uagb-info-box uagb-block-fc47a9ef uagb-infobox__content-wrap  uagb-infobox-icon-above-title uagb-infobox-image-valign-top\"><div class=\"uagb-ifb-content\"><div class=\"uagb-ifb-image-content\"><img src=\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/team2-free-img.png\" alt=\"\" width=\"75\" height=\"75\" loading=\"lazy\"/></div><div class=\"uagb-ifb-title-wrap\"><h4 class=\"uagb-ifb-title\">Harvey Spector</h4></div><p class=\"uagb-ifb-desc\">Founder – CEO</p></div></div>
<!-- /wp:uagb/info-box --></div>
<!-- /wp:uagb/container -->

<!-- wp:uagb/container {\"block_id\":\"a9f7d64a\",\"backgroundType\":\"color\",\"backgroundSizeTablet\":\"cover\",\"backgroundSizeMobile\":\"cover\",\"backgroundColor\":\"var(\\u002d\\u002dast-global-color-4)\",\"borderStyle\":\"\",\"topPaddingDesktop\":30,\"bottomPaddingDesktop\":30,\"leftPaddingDesktop\":30,\"rightPaddingDesktop\":30,\"topPaddingTablet\":24,\"bottomPaddingTablet\":24,\"leftPaddingTablet\":24,\"rightPaddingTablet\":24,\"topPaddingMobile\":30,\"bottomPaddingMobile\":30,\"leftPaddingMobile\":30,\"rightPaddingMobile\":30,\"topMarginMobile\":10,\"bottomMarginMobile\":10,\"leftMarginMobile\":10,\"rightMarginMobile\":10,\"variationSelected\":true} -->
<div class=\"wp-block-uagb-container uagb-block-a9f7d64a\"><!-- wp:uagb/info-box {\"classMigrate\":true,\"headingColor\":\"\",\"subHeadingColor\":\"\",\"headingTag\":\"h4\",\"headSpace\":0,\"subHeadSpace\":0,\"source_type\":\"image\",\"block_id\":\"cb8fd932\",\"ctaBorderColor\":\"\",\"ctaBorderStyle\":\"\",\"iconLeftMargin\":0,\"iconRightMargin\":0,\"iconTopMargin\":0,\"iconBottomMargin\":0,\"iconImage\":{\"id\":46,\"title\":\"team1-free-img\",\"filename\":\"team1-free-img.png\",\"url\":\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/team1-free-img.png\",\"link\":\"https://websitedemos.net/brandstore-08/team1-free-img/\",\"alt\":\"\",\"author\":\"12\",\"description\":\"\",\"caption\":\"\",\"name\":\"team1-free-img\",\"status\":\"inherit\",\"uploadedTo\":0,\"date\":\"2020-09-16T04:57:07.000Z\",\"modified\":\"2020-09-16T04:57:07.000Z\",\"menuOrder\":0,\"mime\":\"image/png\",\"type\":\"image\",\"subtype\":\"png\",\"icon\":\"https://websitedemos.net/brandstore-08/wp-includes/images/media/default.png\",\"dateFormatted\":\"September 16, 2020\",\"nonces\":{\"update\":\"522996c43f\",\"delete\":\"15cb718358\",\"edit\":\"0dff0cea63\"},\"editLink\":\"https://websitedemos.net/brandstore-08/wp-admin/post.php?post=46\\u0026action=edit\",\"meta\":false,\"authorName\":\"harshadd\",\"authorLink\":\"https://websitedemos.net/brandstore-08/wp-admin/user-edit.php?user_id=12\",\"filesizeInBytes\":13520,\"filesizeHumanReadable\":\"13 KB\",\"context\":\"\",\"height\":150,\"width\":150,\"orientation\":\"landscape\",\"sizes\":{\"full\":{\"url\":\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/team1-free-img.png\",\"height\":150,\"width\":150,\"orientation\":\"landscape\"}},\"compat\":{\"item\":\"\",\"meta\":\"\"}},\"imageWidth\":75,\"imageWidthMobile\":131,\"iconMarginBottomTablet\":20,\"iconMarginBottomMobile\":16,\"paddingBtnTop\":10,\"paddingBtnBottom\":10,\"paddingBtnLeft\":14,\"paddingBtnRight\":14,\"headTopMargin\":30,\"headRightMargin\":0,\"headLeftMargin\":0,\"headTabletSpace\":20,\"headMobileSpace\":20,\"blockTopPadding\":0,\"blockRightPadding\":0,\"blockLeftPadding\":0,\"blockBottomPadding\":0,\"subHeadTopMargin\":0,\"subHeadRightMargin\":0,\"subHeadLeftMargin\":0,\"subHeadTabletSpace\":0,\"subHeadMobileSpace\":0,\"imgTagHeight\":75,\"imgTagWidth\":150,\"btnBorderTopWidth\":1,\"btnBorderLeftWidth\":1,\"btnBorderRightWidth\":1,\"btnBorderBottomWidth\":1,\"btnBorderTopLeftRadius\":0,\"btnBorderTopRightRadius\":0,\"btnBorderBottomLeftRadius\":0,\"btnBorderBottomRightRadius\":0,\"btnBorderStyle\":\"solid\",\"btnBorderColor\":\"#333\"} -->
<div class=\"wp-block-uagb-info-box uagb-block-cb8fd932 uagb-infobox__content-wrap  uagb-infobox-icon-above-title uagb-infobox-image-valign-top\"><div class=\"uagb-ifb-content\"><div class=\"uagb-ifb-image-content\"><img src=\"https://websitedemos.net/brandstore-08/wp-content/uploads/sites/692/2020/09/team1-free-img.png\" alt=\"\" width=\"75\" height=\"75\" loading=\"lazy\"/></div><div class=\"uagb-ifb-title-wrap\"><h4 class=\"uagb-ifb-title\">Jessica Pearson</h4></div><p class=\"uagb-ifb-desc\">coo</p></div></div>
<!-- /wp:uagb/info-box --></div>
<!-- /wp:uagb/container -->

